identifier,title,date,creator,venue,url
ajc01007_pelican2005-07-16.ajcproject,Pelican Live at Intonation Festival - Union Park on 2005-07-16,7/16/05,Pelican,Intonation Festival - Union Park,https://archive.org/details/ajc01007_pelican2005-07-16.ajcproject
ajc01008_plusminus2006-11-25early,Plus/Minus Live at Schubas Tavern 2006-11-25 (early show),11/25/06,Plus/Minus,Schubas Tavern 2006-11-25 (early show),https://archive.org/details/ajc01008_plusminus2006-11-25early
ajc01009_plusminus2006-11-25late,Plus/Minus Live at Schubas Tavern 2006-11-25 (late show),11/25/06,Plus/Minus,Schubas Tavern 2006-11-25 (late show),https://archive.org/details/ajc01009_plusminus2006-11-25late
ajc01010_pinback2006-04-30.ajcproject,Pinback Live at Logan Square Auditorium on 2006-04-30,4/30/06,Pinback,Logan Square Auditorium,https://archive.org/details/ajc01010_pinback2006-04-30.ajcproject
ajc01011_dylan_posa_2005-06-17,Dylan Posa Live at Hideout 2005-06-17,6/17/05,Dylan Posa,Hideout 2005-06-17,https://archive.org/details/ajc01011_dylan_posa_2005-06-17
ajc01012_plus_minus_2007-03-12,Plus/Minus Live at Subterranean 2007-03-12,3/12/07,Plus/Minus,Subterranean 2007-03-12,https://archive.org/details/ajc01012_plus_minus_2007-03-12
ajc01013_pedro-the-lion-1999-03-03,Pedro The Lion Live at Schubas Tavern 1999-03-03,3/3/99,Pedro The Lion,Schubas Tavern 1999-03-03,https://archive.org/details/ajc01013_pedro-the-lion-1999-03-03
ajc01014_pedro-the-lion-2001-07-07early,Pedro The Lion Live at Schubas Tavern 2001-07-07 (early show),7/7/01,Pedro The Lion,Schubas Tavern 2001-07-07 (early show),https://archive.org/details/ajc01014_pedro-the-lion-2001-07-07early
ajc01018_pvc2004-09-26.ajcproject,Pine Valley Cosmonauts Live at Hideout Block Party on 2004-09-26,9/26/04,Jon Langford,Hideout Block Party,https://archive.org/details/ajc01018_pvc2004-09-26.ajcproject
ajc01019_dylan_posa_2005-05-22,Dylan Posa Live at Bottom Lounge 2005-05-22,5/22/05,Dylan Posa,Bottom Lounge 2005-05-22,https://archive.org/details/ajc01019_dylan_posa_2005-05-22
ajc01020_pinback2004-04-17.ajcproject,Pinback Live at Logan Square Auditorium on 2004-04-17,4/17/04,Pinback,Logan Square Auditorium,https://archive.org/details/ajc01020_pinback2004-04-17.ajcproject
ajc01022_mattwertz2004-04-26.ajcproject,Matt Wertz and Friends Live at Schubas Tavern on 2004-04-26,4/26/04,Matt Wertz,Schubas Tavern,https://archive.org/details/ajc01022_mattwertz2004-04-26.ajcproject
ajc01024_wluwholidaysingalong2003-12-17,WLUW Holiday Sing-A-Long Live at Schubas Tavern 2003-12-17,12/17/03,WLUW Holiday Sing-A-Long,Schubas Tavern 2003-12-17,https://archive.org/details/ajc01024_wluwholidaysingalong2003-12-17
ajc01025_the_wrens_2004-03-12,The Wrens Live at Logan Square Auditorium 2004-03-12,3/12/04,The Wrens,Logan Square Auditorium 2004-03-12,https://archive.org/details/ajc01025_the_wrens_2004-03-12
ajc01026_thewrens2003-05-25,The Wrens Live at Double Door 2003-05-25,5/25/03,The Wrens,Double Door 2003-05-25,https://archive.org/details/ajc01026_thewrens2003-05-25
ajc01027_wacobros2006-06-05.ajcproject,Waco Brothers Live at Hideout on 2006-06-05,6/5/06,Waco Brothers,Hideout,https://archive.org/details/ajc01027_wacobros2006-06-05.ajcproject
ajc01028_wacobros2006-06-23.ajcproject,Waco Brothers Live at Fitzgerald's on 2006-06-23,6/23/06,Waco Brothers,Fitzgerald's,https://archive.org/details/ajc01028_wacobros2006-06-23.ajcproject
ajc01029_wacobros2007-10-18.ajcproject,Waco Brothers Live at Abbey Pub on 2007-10-18,10/18/07,Waco Brothers,Abbey Pub,https://archive.org/details/ajc01029_wacobros2007-10-18.ajcproject
ajc01030_wacobros1997-03-08.ajcproject,Waco Brothers Live at Lounge Ax on 1997-03-08,3/8/97,Waco Brothers,Lounge Ax,https://archive.org/details/ajc01030_wacobros1997-03-08.ajcproject
ajc01031_wacobros1997-04-25.ajcproject,Waco Brothers Live at Fitzgerald's on 1997-04-25,4/25/97,Waco Brothers,Fitzgerald's,https://archive.org/details/ajc01031_wacobros1997-04-25.ajcproject
ajc01032_wacobros1998-01-31.ajcproject,Waco Brothers Live at Chopin Theatre on 1998-01-31,1/31/98,Waco Brothers,Chopin Theatre,https://archive.org/details/ajc01032_wacobros1998-01-31.ajcproject
ajc01035_wacobros1999-08-07.ajcproject,Waco Brothers Live at Retro on Roscoe on 1999-08-07,8/7/99,Waco Brothers,Retro on Roscoe,https://archive.org/details/ajc01035_wacobros1999-08-07.ajcproject
ajc01036_wacobros2001-02-03.ajcproject,Waco Brothers Live at Abbey Pub on 2001-02-03,2/3/01,Waco Brothers,Abbey Pub,https://archive.org/details/ajc01036_wacobros2001-02-03.ajcproject
ajc01037_wacobros2001-11-09.ajcproject,Waco Brothers Live at Abbey Pub on 2001-11-09,11/9/01,Waco Brothers,Abbey Pub,https://archive.org/details/ajc01037_wacobros2001-11-09.ajcproject
ajc01038_wacobros2011-09-09.ajcproject,Waco Brothers Live at Hideout on 2011-09-09,9/9/11,Waco Brothers,Hideout,https://archive.org/details/ajc01038_wacobros2011-09-09.ajcproject
ajc01040_ais2007-02-23.ajcproject,The Apples In Stereo Live at Subterranean on 2007-02-23,2/23/07,The Apples In Stereo,Subterranean,https://archive.org/details/ajc01040_ais2007-02-23.ajcproject
ajc01041_tullycraft2007-02-23,Tullycraft Live at Subterranean 2007-02-23,2/23/07,Tullycraft,Subterranean 2007-02-23,https://archive.org/details/ajc01041_tullycraft2007-02-23
ajc01042_dollarstore2006-06-23,Dollar Store Live at Fitzgerald's 2006-06-23,6/23/06,Dollar Store,Fitzgerald's 2006-06-23,https://archive.org/details/ajc01042_dollarstore2006-06-23
ajc01043_twoofus2006-06-23,Two of Us Live at Fitzgerald's 2006-06-23,6/23/06,Two of Us,Fitzgerald's 2006-06-23,https://archive.org/details/ajc01043_twoofus2006-06-23
ajc01044_scottligonandthefederales2006-06-23,Scott Ligon and the Federales Live at Fitzgerald's 2006-06-23,6/23/06,Scott Ligon and the Federales,Fitzgerald's 2006-06-23,https://archive.org/details/ajc01044_scottligonandthefederales2006-06-23
ajc01045_kayteebodle2001-08-17,Kaytee Bodle Live at Old Town School of Folk 2001-08-17,8/17/01,Kaytee Bodle,Old Town School of Folk 2001-08-17,https://archive.org/details/ajc01045_kayteebodle2001-08-17
ajc01046_thewrens2004-01-17,The Wrens Live at Schubas Tavern 2004-01-17 (late show),1/17/04,The Wrens,Schubas Tavern 2004-01-17 (late show),https://archive.org/details/ajc01046_thewrens2004-01-17
ajc01047_thewrens2004-01-17,The Wrens Live at Schubas Tavern 2004-01-17 (early show),1/17/04,The Wrens,Schubas Tavern 2004-01-17 (early show),https://archive.org/details/ajc01047_thewrens2004-01-17
ajc01048_archer-prewitt-2004-01-23,Archer Prewitt Live at Schubas Tavern 2004-01-23,1/23/01,Archer Prewitt,Schubas Tavern 2004-01-23,https://archive.org/details/ajc01048_archer-prewitt-2004-01-23
ajc01050-PolyphonicSpree2003-10-07.ajcproject,Polyphonic Spree Live at Metro on 2003-10-07,10/7/03,Polyphonic Spree,Metro,https://archive.org/details/ajc01050-PolyphonicSpree2003-10-07.ajcproject
ajc01051_plusminus2003-11-13,Plus/Minus Live at Schubas Tavern 2003-11-13,11/13/03,Plus/Minus,Schubas Tavern 2003-11-13,https://archive.org/details/ajc01051_plusminus2003-11-13
ajc01052_palomar2007-03-20,Palomar Live at Schubas Tavern 2007-03-20,3/20/07,Palomar,Schubas Tavern 2007-03-20,https://archive.org/details/ajc01052_palomar2007-03-20
ajc01053_PolyphonicSpree2003-04-10.ajcproject,Polyphonic Spree Live at Empty Bottle on 2003-04-10,4/10/03,Polyphonic Spree,Empty Bottle,https://archive.org/details/ajc01053_PolyphonicSpree2003-04-10.ajcproject
ajc01054_PolyphonicSpree2003-04-11.ajcproject,Polyphonic Spree Live at Empty Bottle on 2003-04-11,4/11/03,Polyphonic Spree,Empty Bottle,https://archive.org/details/ajc01054_PolyphonicSpree2003-04-11.ajcproject
ajc01055_PolyphonicSpree2003-10-05.ajcproject,Polyphonic Spree Live at Empty Bottle on 2003-10-05,10/5/03,Polyphonic Spree,Empty Bottle,https://archive.org/details/ajc01055_PolyphonicSpree2003-10-05.ajcproject
ajc01056_papa_m_2003-10-04,Papa M Live at Abbey Pub 2003-10-04,10/4/03,Papa M,Abbey Pub 2003-10-04,https://archive.org/details/ajc01056_papa_m_2003-10-04
ajc01057_disciples-seventh-samurai2003-09-05.ajcproject,The Disciples Of The Seventh Samurai Live at Hideout Block Party on 2003-09-05,9/5/03,Poi Dog Pondering,Hideout Block Party,https://archive.org/details/ajc01057_disciples-seventh-samurai2003-09-05.ajcproject
ajc01059_pinback2003-03-30.ajcproject,Pinback Live at Fireside Bowl on 2003-03-30,3/30/03,Pinback,Fireside Bowl,https://archive.org/details/ajc01059_pinback2003-03-30.ajcproject
ajc01060_pinback2003-03-18.ajcproject,Pinback Live at Empty Bottle on 2003-03-18,3/18/03,Pinback,Empty Bottle,https://archive.org/details/ajc01060_pinback2003-03-18.ajcproject
ajc01061_pelican2004-01-28.ajcproject,Pelican Live at Fireside Bowl on 2004-01-28,1/28/04,Pelican,Fireside Bowl,https://archive.org/details/ajc01061_pelican2004-01-28.ajcproject
ajc01062_archer-prewitt-2005-02-05,Archer Prewitt Live at Empty Bottle 2005-02-05,2/5/05,Archer Prewitt,Empty Bottle 2005-02-05,https://archive.org/details/ajc01062_archer-prewitt-2005-02-05
ajc01064_plastic-crimewave-sound-2008-11-06,Plastic Crimewave Sound Live at Hideout 2008-11-06,11/6/08,Plastic Crimewave Sound,Hideout 2008-11-06,https://archive.org/details/ajc01064_plastic-crimewave-sound-2008-11-06
ajc01065_scottligon2006-06-05,Scott Ligon Live at Hideout 2006-06-05,6/5/06,Scott Ligon,Hideout 2006-06-05,https://archive.org/details/ajc01065_scottligon2006-06-05
ajc01066_noraoconnor2006-06-05,Nora O'Connor Live at Hideout 2006-06-05,6/5/06,Nora O'Connor,Hideout 2006-06-05,https://archive.org/details/ajc01066_noraoconnor2006-06-05
ajc01067_katjonband2006-06-05,KatJonBand Live at Hideout 2006-06-05,6/5/06,KatJonBand,Hideout 2006-06-05,https://archive.org/details/ajc01067_katjonband2006-06-05
ajc01068_twoofus2006-06-05,Two of Us Live at Hideout 2006-06-05,6/5/06,Two of Us,Hideout 2006-06-05,https://archive.org/details/ajc01068_twoofus2006-06-05
ajc01069_scotland_yard_gospel_choir_2004-12-09,The Scotland Yard Gospel Choir Live at Beat Kitchen 2004-12-09,12/9/04,The Scotland Yard Gospel Choir,Beat Kitchen 2004-12-09,https://archive.org/details/ajc01069_scotland_yard_gospel_choir_2004-12-09
ajc01070_scotland_yard_gospel_choir_2005-01-14,The Scotland Yard Gospel Choir Live at Schubas Tavern 2005-01-14,1/14/05,The Scotland Yard Gospel Choir,Schubas Tavern 2005-01-14,https://archive.org/details/ajc01070_scotland_yard_gospel_choir_2005-01-14
ajc01071_saturdaylooksgoodtome2005-01-16,Saturday Looks Good To Me Live at Schubas Tavern 2005-01-16,1/16/05,Saturday Looks Good To Me,Schubas Tavern 2005-01-16,https://archive.org/details/ajc01071_saturdaylooksgoodtome2005-01-16
ajc01072_slint-2005-03-26,Slint Live at Park West 2005-03-26,3/26/05,Slint,Park West 2005-03-26,https://archive.org/details/ajc01072_slint-2005-03-26
ajc01073_sons-daughters-2004-10-30,Sons & Daughters Live at The Abbey 2004-10-30,10/30/04,Sons and Daughters,The Abbey 2004-10-30,https://archive.org/details/ajc01073_sons-daughters-2004-10-30
ajc01074_sonsanddaughters2004-10-31,Sons and Daughters Live at The Abbey 2004-10-31,10/31/04,Sons and Daughters,The Abbey 2004-10-31,https://archive.org/details/ajc01074_sonsanddaughters2004-10-31
ajc01075_stereolab-2004-04-07,Stereolab Live at The Vic 2004-04-07,4/7/04,Stereolab,The Vic 2004-04-07,https://archive.org/details/ajc01075_stereolab-2004-04-07
ajc01076_sebadoh-2004-04-20,Sebadoh Live at Abbey Pub 2004-04-20,4/20/04,Sebadoh,Abbey Pub 2004-04-20,https://archive.org/details/ajc01076_sebadoh-2004-04-20
ajc01077_summerhymns2004-02-21.ajcproject,Summer Hymns Live at Schubas Tavern on 2004-02-21,2/21/04,Summer Hymns,Schubas Tavern,https://archive.org/details/ajc01077_summerhymns2004-02-21.ajcproject
ajc01078_the_slugs_2003-12-13,The Slugs Live at Beat Kitchen 2003-12-13,12/13/03,The Slugs,Beat Kitchen 2003-12-13,https://archive.org/details/ajc01078_the_slugs_2003-12-13
ajc01079_the_struts_2003-09-06,The Struts Live at Hideout Block Party 2003-09-06,9/6/03,The Struts,Hideout Block Party 2003-09-06,https://archive.org/details/ajc01079_the_struts_2003-09-06
ajc01080_satellite-66-2004-12-09,Satellite 66 Live at Beat Kitchen 2004-12-09,12/9/04,Satellite 66,Beat Kitchen 2004-12-09,https://archive.org/details/ajc01080_satellite-66-2004-12-09
ajc01081_satellite-66-2007-03-20,Satellite 66 Live at Crofoot Ballroom 2007-03-20,3/20/07,Satellite 66,Crofoot Ballroom 2007-03-20,https://archive.org/details/ajc01081_satellite-66-2007-03-20
ajc01082_damo-suzuki-2003-02-22,Damo Suzuki and Defender Live at Fireside Bowl 2003-02-22,2/22/03,Damo Suzuki and Defender,Fireside Bowl 2003-02-22,https://archive.org/details/ajc01082_damo-suzuki-2003-02-22
ajc01083_archer-prewitt-2005-03-11,Archer Prewitt Live at Martyrs' 2005-03-11,3/11/05,Archer Prewitt,Martyrs' 2005-03-11,https://archive.org/details/ajc01083_archer-prewitt-2005-03-11
ajc01084_superchunk1997-10-23,Superchunk Live at Metro 1997-10-23,10/23/97,Superchunk,Metro 1997-10-23,https://archive.org/details/ajc01084_superchunk1997-10-23
ajc01085_superchunk1998-02-22,Superchunk Live at Lounge Ax 1998-02-22,2/22/98,Superchunk,Lounge Ax 1998-02-22,https://archive.org/details/ajc01085_superchunk1998-02-22
ajc01086_swirlies_2003-05-30,Swirlies Live at Empty Bottle 2003-05-30,5/30/03,Swirlies,Empty Bottle 2003-05-30,https://archive.org/details/ajc01086_swirlies_2003-05-30
ajc01087_tobinsprout2003-05-23,Tobin Sprout Live at Abbey Pub 2003-05-23,5/23/03,Tobin Sprout,Abbey Pub 2003-05-23,https://archive.org/details/ajc01087_tobinsprout2003-05-23
ajc01088_sea-and-cake-2002-11-29,The Sea And Cake Live at Abbey Pub 2002-11-29,11/29/02,The Sea and Cake,Abbey Pub 2002-11-29,https://archive.org/details/ajc01088_sea-and-cake-2002-11-29
ajc01089_sea-and-cake-2011-05-21,The Sea and Cake Live at Empty Bottle 2011-05-21,5/21/11,The Sea and Cake,Empty Bottle 2011-05-21,https://archive.org/details/ajc01089_sea-and-cake-2011-05-21
ajc01090_superchunk1997-10-22,Superchunk Live at Reckless Records 1997-10-22,10/22/97,Superchunk,Reckless Records 1997-10-22,https://archive.org/details/ajc01090_superchunk1997-10-22
ajc01091_spoon2003-06-21.ajcproject,Spoon Live at Taste of Randolph on 2003-06-21,6/21/03,Spoon,Taste of Randolph,https://archive.org/details/ajc01091_spoon2003-06-21.ajcproject
ajc01092_sadies_2003-01-23,The Sadies Live at Abbey Pub 2003-01-23,1/23/03,The Sadies,Abbey Pub 2003-01-23,https://archive.org/details/ajc01092_sadies_2003-01-23
ajc01093_static_films_2005-09-06,Static Films Live at Schubas Tavern 2005-09-06,9/6/05,Static Films,Schubas Tavern 2005-09-06,https://archive.org/details/ajc01093_static_films_2005-09-06
ajc01094_stereolab-2006-03-11,Stereolab Live at The Vic Theater 2006-03-11,3/11/06,Stereolab,The Vic Theater 2006-03-11,https://archive.org/details/ajc01094_stereolab-2006-03-11
ajc01095_scotland_yard_gospel_choir_2005-07-30,The Scotland Yard Gospel Choir Live at Wicker Park Fest 2005-07-30,7/30/05,The Scotland Yard Gospel Choir,Wicker Park Fest 2005-07-30,https://archive.org/details/ajc01095_scotland_yard_gospel_choir_2005-07-30
ajc01096_super-furry-animals-2002-10-02,Super Furry Animals Live at Metro 2002-10-02,10/2/02,Super Furry Animals,Metro 2002-10-02,https://archive.org/details/ajc01096_super-furry-animals-2002-10-02
ajc01097_softboys2002-10-28.ajcproject,Soft Boys Live at Double Door on 2002-10-28,10/28/02,Soft Boys,Double Door,https://archive.org/details/ajc01097_softboys2002-10-28.ajcproject
ajc01098_johnwesleyhardingslovehalltryst2005-08-20,John Wesley Harding's Love Hall Tryst Live at Schubas Tavern 2005-08-20 (Early show),8/20/05,John Wesley Harding's Love Hall Tryst,Schubas Tavern 2005-08-20 (Early show),https://archive.org/details/ajc01098_johnwesleyhardingslovehalltryst2005-08-20
ajc01099_holiday-music-2005-12-18,Holiday Music Live at The Abbey 2005-12-18,12/18/05,Holiday Music,The Abbey 2005-12-18,https://archive.org/details/ajc01099_holiday-music-2005-12-18
ajc01100_dagjuhlinandjohnwesleyharding1999-10-26,Dag Juhlin and John Wesley Harding Live at Gunther Murphy's 1999-10-26,10/26/99,Dag Juhlin and John Wesley Harding,Gunther Murphy's 1999-10-26,https://archive.org/details/ajc01100_dagjuhlinandjohnwesleyharding1999-10-26
ajc01102_johnwesleyhardingslovehalltryst2005-08-20late,John Wesley Harding's Love Hall Tryst Live at Schubas Tavern 2005-08-20 (Late show),8/20/05,John Wesley Harding's Love Hall Tryst,Schubas Tavern 2005-08-20 (Late show),https://archive.org/details/ajc01102_johnwesleyhardingslovehalltryst2005-08-20late
ajc01103_head_of_femur_2005-07-30,Head Of Femur Live at Wicker Park Fest 2005-07-30,7/30/05,Head Of Femur,Wicker Park Fest 2005-07-30,https://archive.org/details/ajc01103_head_of_femur_2005-07-30
ajc01104_kelly-hogan-2002-05-31,Kelly Hogan Live at Empty Bottle 2003-05-31,5/31/03,Kelly Hogan,Empty Bottle 2003-05-31,https://archive.org/details/ajc01104_kelly-hogan-2002-05-31
ajc01105_nhalstead2002-07-25.ajcproject,Neil Halstead Live at Schubas Tavern on 2002-07-25,7/25/02,Neil Halstead,Schubas Tavern,https://archive.org/details/ajc01105_nhalstead2002-07-25.ajcproject
ajc01107_hey_mercedes_2005-04-23,Hey Mercedes Live at Metro 2005-04-23,4/23/05,Hey Mercedes,Metro 2005-04-23,https://archive.org/details/ajc01107_hey_mercedes_2005-04-23
ajc01108_acollective2005-04-27.early.ajcproject,Animal Collective Live at Empty Bottle on 2005-04-27 (Early show),4/27/05,Animal Collective,Empty Bottle,https://archive.org/details/ajc01108_acollective2005-04-27.early.ajcproject
ajc01109_swellseason2006-10-24.ajcproject,The Swell Season Live at Schubas Tavern on 2006-10-24,10/24/06,The Swell Season,Schubas Tavern,https://archive.org/details/ajc01109_swellseason2006-10-24.ajcproject
ajc01110_the-high-water-marks-2004-09-22,The High Water Marks Live at Reckless Records 2004-09-22,9/22/04,The High Water Marks,Reckless Records 2004-09-22,https://archive.org/details/ajc01110_the-high-water-marks-2004-09-22
ajc01111_thehighwatermarks2004-09-23,The High Water Marks Live at Bottom Lounge 2004-09-23,9/23/04,The High Water Marks,Bottom Lounge 2004-09-23,https://archive.org/details/ajc01111_thehighwatermarks2004-09-23
ajc01112_john-wesley-hardings-all-male-threesome-2004-07-16,John Wesley Harding’s All Male Threesome Live at Schubas Tavern 2004-07-16,7/16/04,John Wesley Harding’s All Male Threesome,Schubas Tavern 2004-07-16,https://archive.org/details/ajc01112_john-wesley-hardings-all-male-threesome-2004-07-16
ajc01113_rockets_over_sweden_2004-06-25,Rockets Over Sweden Live at Schubas Tavern 2004-06-25,6/25/04,Rockets Over Sweden,Schubas Tavern 2004-06-25,https://archive.org/details/ajc01113_rockets_over_sweden_2004-06-25
ajc01114_hella2004-06-10.ajcproject,Hella Live at Bottom Lounge on 2004-06-10,6/10/04,Hella,Bottom Lounge,https://archive.org/details/ajc01114_hella2004-06-10.ajcproject
ajc01115_robynhitchcock2005-03-31.ajcproject,Robyn Hitchcock Live at Schubas Tavern on 2005-03-31,3/31/05,Robyn Hitchcock,Schubas Tavern,https://archive.org/details/ajc01115_robynhitchcock2005-03-31.ajcproject
ajc01116_robynhitchcock2005-04-02.ajcproject,Robyn Hitchcock Live at Hideout on 2005-04-02,4/2/05,Robyn Hitchcock,Hideout,https://archive.org/details/ajc01116_robynhitchcock2005-04-02.ajcproject
ajc01117_head_of_femur_2004-02-10,Head of Femur Live at Metro 2004-02-10,2/10/04,Head of Femur,Metro 2004-02-10,https://archive.org/details/ajc01117_head_of_femur_2004-02-10
